station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
EHVL,2020-05-23 13:55,59.00,48.20,67.33,230.00,28.00,0.00,30.09,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHVL 231355Z AUTO 23028KT 9999 NCD 15/09 Q1019 BLU
EHWO,2020-05-23 13:55,64.40,44.60,48.55,270.00,17.00,0.00,30.21,M,6.21,M,FEW,SCT,BKN,M,4400.00,5300.00,7700.00,M,M,M,M,M,M,M,M,M,EHWO 231355Z AUTO 27017KT 230V320 9999 FEW044 SCT053 BKN077 18/07 Q1023 BLU
EHQE,2020-05-23 13:55,55.40,48.20,76.66,190.00,32.00,0.00,30.09,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 231355Z AUTO 19032KT 9999 NCD 13/09 Q1019
EHJR,2020-05-23 13:55,55.40,48.20,76.66,220.00,22.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 231355Z AUTO 22022KT //// // ///////// 13/09 Q1018 RE// W12/H17
EHKV,2020-05-23 13:55,55.40,48.20,76.66,140.00,28.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 231355Z AUTO 14028KT 9999 NSC 13/09 Q1019
EHMA,2020-05-23 13:55,59.00,44.60,58.77,250.00,24.00,0.00,30.09,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,EHMA 231355Z AUTO 25024KT 9999 FEW030 15/07 Q1019 REDZ
EHMG,2020-05-23 13:55,55.40,50.00,81.99,230.00,29.00,0.00,30.09,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 231355Z AUTO 23029KT 9999 NCD 13/10 Q1019
EHPG,2020-05-23 13:55,55.40,50.00,81.99,210.00,31.00,0.00,30.09,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 231355Z AUTO 21031KT 9000 NSC 13/10 Q1019
EHSA,2020-05-23 13:55,55.40,51.80,87.65,210.00,29.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 231355Z AUTO 21029KT 9999 ///////// 13/11 Q1022 W10/H18
EHSC,2020-05-23 13:55,55.40,51.80,87.65,240.00,27.00,0.00,30.15,M,4.97,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 231355Z AUTO 24027KT 8000 ///////// 13/11 Q1021 W13/H18
EHHW,2020-05-23 13:55,55.40,48.20,76.66,250.00,20.00,0.00,30.06,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 231355Z AUTO 25020KT 9999 NCD 13/09 Q1018
EHGR,2020-05-23 14:09,64.40,42.80,45.32,260.00,12.00,0.00,30.18,M,6.21,M,FEW,SCT,BKN,M,4600.00,4700.00,5900.00,M,M,M,M,M,M,M,M,M,EHGR 231409Z AUTO 26012KT 220V320 9999 FEW046CB SCT047 BKN059 18/06 Q1022 BLU
EHGR,2020-05-23 14:16,66.20,42.80,42.57,270.00,15.00,0.00,30.18,M,6.21,25.00,FEW,SCT,BKN,M,5000.00,7300.00,8700.00,M,M,M,M,M,M,M,M,M,EHGR 231416Z AUTO 27015G25KT 220V310 9999 FEW050 SCT073 BKN087 19/06 Q1022 BLU
EHFS,2020-05-23 14:25,59.00,48.20,67.33,260.00,29.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 231425Z AUTO 26029KT 9999 NSC 15/09 Q1023
EHRD,2020-05-23 14:25,62.60,46.40,55.37,240.00,18.00,0.00,30.18,M,6.21,M,FEW,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,M,EHRD 231425Z AUTO 24018KT 210V280 9999 FEW032 17/08 Q1022 NOSIG
EHEH,2020-05-23 14:25,64.40,48.20,55.63,280.00,7.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3500.00,6200.00,M,M,M,M,M,M,M,M,M,M,EHEH 231425Z AUTO 28007KT 230V010 9999 FEW035CB SCT062 18/09 Q1023 BLU 26014G25KT CAVOK TEMPO FEW045CB SCT070
EHBK,2020-05-23 14:25,62.60,39.20,42.00,260.00,10.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,M,EHBK 231425Z AUTO 26010KT 190V320 9999 FEW034 17/04 Q1023 TEMPO 7000 -SHRA FEW040CB
EHDL,2020-05-23 14:25,66.20,39.20,37.03,260.00,14.00,0.00,30.15,M,6.21,24.00,BKN,BKN,M,M,5000.00,5600.00,M,M,M,M,M,M,M,M,M,M,EHDL 231425Z AUTO 26014G24KT 170V300 9999 BKN050 BKN056 19/04 Q1021 BLU
EHGG,2020-05-23 14:25,62.60,42.80,48.28,250.00,17.00,0.00,30.12,M,6.21,M,FEW,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,M,EHGG 231425Z AUTO 25017KT 220V290 9999 FEW046 17/06 Q1020 TEMPO 26017G27KT
EHGR,2020-05-23 14:25,66.20,44.60,45.60,270.00,13.00,0.00,30.18,M,6.21,M,BKN,BKN,BKN,M,5000.00,5900.00,9000.00,M,M,M,M,M,M,M,M,M,EHGR 231425Z AUTO 27013KT 220V310 9999 BKN050 BKN059 BKN090 19/07 Q1022 BLU
EHKD,2020-05-23 14:25,60.80,50.00,67.54,230.00,21.00,0.00,30.12,M,M,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKD 231425Z AUTO 23021KT 190V260 9999 NCD 16/10 Q1020 BLU 24020G32KT 9999 FEW020
EHLE,2020-05-23 14:25,64.40,42.80,45.32,260.00,21.00,0.00,30.15,M,6.21,35.00,SCT,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,M,EHLE 231425Z AUTO 26021G35KT 230V290 9999 SCT046 18/06 Q1021 NOSIG
EHLW,2020-05-23 14:25,60.80,44.60,55.12,240.00,25.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,3400.00,4000.00,M,M,M,M,M,M,M,M,M,M,EHLW 231425Z AUTO 24025KT 200V270 9999 FEW034 SCT040 16/07 Q1020 BLU
EHAM,2020-05-23 14:25,64.40,44.60,48.55,250.00,22.00,0.00,30.15,M,6.21,35.00,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,M,EHAM 231425Z 25022G35KT 200V270 9999 FEW038 18/07 Q1021 NOSIG
EHAK,2020-05-23 14:25,53.60,46.40,76.50,220.00,29.00,0.00,29.88,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 231425Z AUTO 22029KT 190V250 9999 NSC 12/08 Q1012
EHDV,2020-05-23 14:25,53.60,46.40,76.50,230.00,24.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 231425Z AUTO 23024KT //// // ///////// 12/08 Q1015 RE//
EHFD,2020-05-23 14:25,53.60,46.40,76.50,0.00,0.00,0.00,29.94,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 231425Z AUTO 00000KT 9999 NCD 12/08 Q1014
EHFZ,2020-05-23 14:25,55.40,46.40,71.64,210.00,27.00,0.00,30.00,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 231425Z AUTO 21027KT 9999 NCD 13/08 Q1016
EHJA,2020-05-23 14:25,55.40,46.40,71.64,210.00,27.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 231425Z AUTO 21027KT 9999 NCD 13/08 Q1017
EHVK,2020-05-23 14:25,57.20,46.40,67.12,230.00,23.00,0.00,30.18,M,6.21,34.00,FEW,BKN,OVC,M,2700.00,6000.00,6500.00,M,DZRA,M,M,M,M,M,M,M,EHVK 231425Z AUTO 23023G34KT 200V300 9999 DZRA FEW027CB BKN060 OVC065 14/08 Q1022 BLU
EHVL,2020-05-23 14:25,59.00,48.20,67.33,230.00,28.00,0.00,30.09,M,5.59,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,EHVL 231425Z AUTO 23028KT 9000 HZ NCD 15/09 Q1019 BLU
EHWO,2020-05-23 14:25,64.40,46.40,51.98,270.00,15.00,0.00,30.21,M,6.21,M,FEW,SCT,BKN,M,4700.00,5600.00,6700.00,M,M,M,M,M,M,M,M,M,EHWO 231425Z AUTO 27015KT 230V310 9999 FEW047 SCT056 BKN067 18/08 Q1023 BLU
EHQE,2020-05-23 14:25,55.40,50.00,81.99,180.00,29.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 231425Z AUTO 18029KT 9999 NSC 13/10 Q1019
EHJR,2020-05-23 14:25,53.60,48.20,81.87,220.00,23.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 231425Z AUTO 22023KT //// // ///////// 12/09 Q1019 RE// W12/H15
EHKV,2020-05-23 14:25,55.40,48.20,76.66,130.00,26.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 231425Z AUTO 13026KT 9999 NSC 13/09 Q1020
EHMA,2020-05-23 14:25,59.00,42.80,54.86,250.00,26.00,0.00,30.09,M,6.21,M,FEW,M,M,M,3100.00,M,M,M,+DZ,M,M,M,M,M,M,M,EHMA 231425Z AUTO 25026KT 9999 +DZ FEW031 15/06 Q1019
EHMG,2020-05-23 14:25,55.40,50.00,81.99,230.00,29.00,0.00,30.09,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 231425Z AUTO 23029KT 9999 NCD 13/10 Q1019
EHPG,2020-05-23 14:25,55.40,51.80,87.65,220.00,30.00,0.00,30.12,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 231425Z AUTO 22030KT 9000 NSC 13/11 Q1020
EHSA,2020-05-23 14:25,55.40,50.00,81.99,210.00,33.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 231425Z AUTO 21033KT 9999 ///////// 13/10 Q1022 W10/H19
EHSC,2020-05-23 14:25,55.40,50.00,81.99,240.00,30.00,0.00,30.15,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 231425Z AUTO 24030KT 9000 ///////// 13/10 Q1021 W13/H19
EHHW,2020-05-23 14:25,53.60,48.20,81.87,240.00,23.00,0.00,30.06,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 231425Z AUTO 24023KT 9999 NCD 12/09 Q1018
EHEH,2020-05-23 14:34,62.60,46.40,55.37,280.00,9.00,0.00,30.21,M,6.21,M,FEW,SCT,BKN,M,3700.00,6300.00,8800.00,M,M,M,M,M,M,M,M,M,EHEH 231434Z AUTO 28009KT 230V010 9999 FEW037CB SCT063 BKN088 17/08 Q1023 BLU 26012KT CAVOK TEMPO 29015G25KT FEW045CB SCT070
EHVK,2020-05-23 14:44,59.00,44.60,58.77,230.00,13.00,0.00,30.21,M,2.80,24.00,FEW,SCT,BKN,M,2900.00,4900.00,5600.00,M,RA,M,M,M,M,M,M,M,EHVK 231444Z AUTO 23013G24KT 180V260 4500 RA FEW029CB SCT049 BKN056 15/07 Q1023 GRN
EHVK,2020-05-23 14:50,57.20,46.40,67.12,230.00,13.00,0.00,30.21,M,6.21,24.00,FEW,FEW,BKN,BKN,100.00,2300.00,4700.00,5300.00,RA,M,M,M,M,M,M,M,EHVK 231450Z AUTO 23013G24KT 190V270 9999 RA FEW001 FEW023CB BKN047 BKN053 14/08 Q1023 BLU
EHFS,2020-05-23 14:55,59.00,48.20,67.33,250.00,31.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 231455Z AUTO 25031KT 9999 NSC 15/09 Q1023
EHRD,2020-05-23 14:55,62.60,44.60,51.72,240.00,21.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,3200.00,3700.00,M,M,M,M,M,M,M,M,M,M,EHRD 231455Z AUTO 24021KT 200V270 9999 FEW032 SCT037 17/07 Q1022 NOSIG
EHEH,2020-05-23 14:55,66.20,44.60,45.60,250.00,9.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,5700.00,8500.00,M,M,M,M,M,M,M,M,M,M,EHEH 231455Z AUTO 25009KT 230V300 9999 FEW057 SCT085 19/07 Q1022 BLU 26012KT CAVOK TEMPO 29015G25KT FEW045CB SCT070
EHBK,2020-05-23 14:55,64.40,39.20,39.43,270.00,11.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 231455Z AUTO 27011KT 210V320 9999 NSC 18/04 Q1023 NOSIG
EHDL,2020-05-23 14:55,66.20,39.20,37.03,240.00,17.00,0.00,30.15,M,6.21,28.00,SCT,M,M,M,5300.00,M,M,M,M,M,M,M,M,M,M,M,EHDL 231455Z AUTO 24017G28KT 200V330 9999 SCT053 19/04 Q1021 BLU
EHGG,2020-05-23 14:55,62.60,42.80,48.28,260.00,18.00,0.00,30.12,M,6.21,M,FEW,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,M,EHGG 231455Z AUTO 26018KT 220V300 9999 FEW043 17/06 Q1020 TEMPO 26017G27KT
EHGR,2020-05-23 14:55,64.40,41.00,42.28,260.00,16.00,0.00,30.18,M,6.21,27.00,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,EHGR 231455Z AUTO 26016G27KT 230V300 9999 FEW050 18/05 Q1022 BLU
EHKD,2020-05-23 14:55,59.00,50.00,72.01,230.00,21.00,0.00,30.12,M,M,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKD 231455Z AUTO 23021KT 190V260 9999 NCD 15/10 Q1020 BLU 24020G32KT 9999 FEW020
EHLE,2020-05-23 14:55,64.40,41.00,42.28,250.00,22.00,0.00,30.15,M,6.21,M,FEW,M,M,M,4900.00,M,M,M,M,M,M,M,M,M,M,M,EHLE 231455Z AUTO 25022KT 9999 FEW049 18/05 Q1021 NOSIG
EHLW,2020-05-23 14:55,62.60,44.60,51.72,250.00,24.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,3200.00,4500.00,M,M,M,M,M,M,M,M,M,M,EHLW 231455Z AUTO 25024KT 210V270 9999 FEW032 SCT045 17/07 Q1020 BLU
EHAM,2020-05-23 14:55,62.60,42.80,48.28,240.00,22.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,EHAM 231455Z 24022KT 190V270 9999 FEW035 17/06 Q1021 NOSIG
EHAK,2020-05-23 14:55,53.60,46.40,76.50,220.00,30.00,0.00,29.91,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 231455Z AUTO 22030KT 190V250 9999 NSC 12/08 Q1013
EHDV,2020-05-23 14:55,53.60,46.40,76.50,230.00,21.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 231455Z AUTO 23021KT //// // ///////// 12/08 Q1015 RE//
EHFD,2020-05-23 14:55,53.60,46.40,76.50,0.00,0.00,0.00,29.94,M,6.21,M,NCD,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHFD 231455Z AUTO 00000KT //// // NCD 12/08 Q1014
EHFZ,2020-05-23 14:55,53.60,48.20,81.87,210.00,26.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 231455Z AUTO 21026KT 9999 NCD 12/09 Q1017
EHJA,2020-05-23 14:55,55.40,44.60,66.91,220.00,26.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 231455Z AUTO 22026KT 9999 NSC 13/07 Q1017
EHVK,2020-05-23 14:55,60.80,48.20,63.15,230.00,10.00,0.00,30.18,M,6.21,24.00,FEW,FEW,SCT,BKN,100.00,2800.00,4900.00,7600.00,M,M,M,M,M,M,M,M,EHVK 231455Z AUTO 23010G24KT 190V290 9999 FEW001 FEW028CB SCT049 BKN076 16/09 Q1022 RERA BLU
EHVL,2020-05-23 14:55,59.00,48.20,67.33,230.00,29.00,0.00,30.09,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHVL 231455Z AUTO 23029KT 9999 NCD 15/09 Q1019 BLU
EHWO,2020-05-23 14:55,64.40,44.60,48.55,260.00,18.00,0.00,30.21,M,6.21,M,FEW,SCT,OVC,M,4100.00,4200.00,17000.00,M,M,M,M,M,M,M,M,M,EHWO 231455Z AUTO 26018KT 220V300 9999 FEW041CB SCT042 OVC170 18/07 Q1023 BLU
EHQE,2020-05-23 14:55,55.40,50.00,81.99,180.00,29.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 231455Z AUTO 18029KT 9999 NSC 13/10 Q1019
EHJR,2020-05-23 14:55,55.40,46.40,71.64,230.00,24.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 231455Z AUTO 23024KT //// // ///////// 13/08 Q1019 RE// W12/H16
EHKV,2020-05-23 14:55,55.40,48.20,76.66,140.00,28.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 231455Z AUTO 14028KT 9999 NSC 13/09 Q1020
EHMA,2020-05-23 14:55,59.00,44.60,58.77,240.00,27.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,3400.00,4000.00,M,M,M,M,M,M,M,M,M,M,EHMA 231455Z AUTO 24027KT 9999 FEW034 SCT040 15/07 Q1019 REDZ
EHMG,2020-05-23 14:55,55.40,50.00,81.99,230.00,31.00,0.00,30.09,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 231455Z AUTO 23031KT 9999 NCD 13/10 Q1019
EHPG,2020-05-23 14:55,55.40,51.80,87.65,230.00,30.00,0.00,30.12,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 231455Z AUTO 23030KT 9000 NSC 13/11 Q1020
EHSA,2020-05-23 14:55,55.40,50.00,81.99,220.00,31.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 231455Z AUTO 22031KT 9999 ///////// 13/10 Q1022 W10/H20
EHSC,2020-05-23 14:55,55.40,50.00,81.99,240.00,31.00,0.00,30.15,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 231455Z AUTO 24031KT 9000 ///////// 13/10 Q1021 W13/H19
EHHW,2020-05-23 14:55,55.40,48.20,76.66,240.00,23.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 231455Z AUTO 24023KT 9999 NSC 13/09 Q1018
EHVK,2020-05-23 15:09,62.60,46.40,55.37,240.00,8.00,0.00,30.18,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHVK 231509Z AUTO 24008KT 220V300 9999 NCD 17/08 Q1022 BLU
EHFS,2020-05-23 15:25,59.00,48.20,67.33,250.00,31.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 231525Z AUTO 25031KT 9999 NSC 15/09 Q1023
EHRD,2020-05-23 15:25,64.40,48.20,55.63,240.00,19.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,2900.00,3200.00,M,M,M,M,M,M,M,M,M,M,EHRD 231525Z AUTO 24019KT 210V010 9999 FEW029 SCT032 18/09 Q1022 NOSIG
EHEH,2020-05-23 15:25,66.20,39.20,37.03,260.00,14.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,8300.00,9500.00,M,M,M,M,M,M,M,M,M,M,EHEH 231525Z AUTO 26014KT 210V290 9999 FEW083 SCT095 19/04 Q1022 BLU
EHBK,2020-05-23 15:25,64.40,39.20,39.43,260.00,12.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 231525Z AUTO 26012KT 210V320 9999 NSC 18/04 Q1023 NOSIG
EHDL,2020-05-23 15:25,64.40,41.00,42.28,260.00,13.00,0.00,30.18,M,6.21,27.00,SCT,SCT,M,M,5300.00,6400.00,M,M,M,M,M,M,M,M,M,M,EHDL 231525Z AUTO 26013G27KT 220V330 9999 SCT053 SCT064 18/05 Q1022 BLU
EHGG,2020-05-23 15:25,60.80,41.00,48.00,260.00,13.00,0.00,30.12,M,6.21,M,FEW,M,M,M,4900.00,M,M,M,M,M,M,M,M,M,M,M,EHGG 231525Z AUTO 26013KT 220V310 9999 FEW049 16/05 Q1020 TEMPO 26017G27KT
EHGR,2020-05-23 15:25,64.40,42.80,45.32,260.00,13.00,0.00,30.21,M,6.21,M,SCT,SCT,BKN,M,5000.00,6800.00,8100.00,M,M,M,M,M,M,M,M,M,EHGR 231525Z AUTO 26013KT 210V310 9999 SCT050 SCT068 BKN081 18/06 Q1023 BLU
EHKD,2020-05-23 15:25,60.80,48.20,63.15,230.00,22.00,0.00,30.12,M,M,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKD 231525Z AUTO 23022KT 200V260 9999 NCD 16/09 Q1020 BLU 24020G32KT 9999 FEW020
EHLE,2020-05-23 15:25,64.40,41.00,42.28,260.00,21.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 231525Z AUTO 26021KT 220V290 9999 NSC 18/05 Q1021 NOSIG
EHLW,2020-05-23 15:25,60.80,44.60,55.12,240.00,22.00,0.00,30.12,M,6.21,M,SCT,SCT,M,M,3500.00,5200.00,M,M,M,M,M,M,M,M,M,M,EHLW 231525Z AUTO 24022KT 210V270 9999 SCT035 SCT052 16/07 Q1020 BLU
EHAM,2020-05-23 15:25,62.60,44.60,51.72,240.00,22.00,0.00,30.15,M,6.21,32.00,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,EHAM 231525Z 24022G32KT 210V280 9999 FEW035 17/07 Q1021 NOSIG
EHAK,2020-05-23 15:25,53.60,46.40,76.50,230.00,31.00,0.00,29.91,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 231525Z AUTO 23031KT 9999 NSC 12/08 Q1013
EHDV,2020-05-23 15:25,53.60,46.40,76.50,240.00,20.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 231525Z AUTO 24020KT //// // ///////// 12/08 Q1015 RE//
EHFD,2020-05-23 15:25,53.60,46.40,76.50,0.00,0.00,0.00,29.94,M,6.21,M,NCD,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHFD 231525Z AUTO 00000KT //// // NCD 12/08 Q1014 RE//
EHFZ,2020-05-23 15:25,53.60,48.20,81.87,M,25.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 231525Z AUTO VRB25KT 9999 NCD 12/09 Q1017
EHJA,2020-05-23 15:25,55.40,44.60,66.91,220.00,26.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 231525Z AUTO 22026KT 9999 NSC 13/07 Q1017
EHVK,2020-05-23 15:25,62.60,44.60,51.72,240.00,10.00,0.00,30.18,M,6.21,M,SCT,BKN,BKN,M,5200.00,6100.00,6900.00,M,M,M,M,M,M,M,M,M,EHVK 231525Z AUTO 24010KT 210V270 9999 SCT052 BKN061 BKN069 17/07 Q1022 BLU
EHVL,2020-05-23 15:25,59.00,48.20,67.33,230.00,28.00,0.00,30.09,M,5.59,M,SCT,OVC,M,M,6700.00,7200.00,M,M,HZ,M,M,M,M,M,M,M,EHVL 231525Z AUTO 23028KT 9000 HZ SCT067 OVC072 15/09 Q1019 BLU
EHWO,2020-05-23 15:25,62.60,46.40,55.37,270.00,18.00,0.00,30.21,M,6.21,M,FEW,SCT,OVC,M,5900.00,6900.00,14000.00,M,M,M,M,M,M,M,M,M,EHWO 231525Z AUTO 27018KT 230V310 9999 FEW059 SCT069 OVC140 17/08 Q1023 BLU
EHQE,2020-05-23 15:25,55.40,50.00,81.99,190.00,30.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 231525Z AUTO 19030KT 9999 NSC 13/10 Q1020
EHJR,2020-05-23 15:25,55.40,46.40,71.64,230.00,22.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 231525Z AUTO 23022KT //// // ///////// 13/08 Q1019 RE// W12/H16
EHKV,2020-05-23 15:25,55.40,46.40,71.64,150.00,25.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 231525Z AUTO 15025KT 9999 NSC 13/08 Q1020
EHMA,2020-05-23 15:25,59.00,46.40,62.92,240.00,25.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,2800.00,3700.00,M,M,-RADZ,M,M,M,M,M,M,M,EHMA 231525Z AUTO 24025KT 9999 -RADZ FEW028 SCT037 15/08 Q1019
EHMG,2020-05-23 15:25,55.40,50.00,81.99,230.00,31.00,0.00,30.09,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 231525Z AUTO 23031KT 9999 NCD 13/10 Q1019
EHPG,2020-05-23 15:25,55.40,50.00,81.99,240.00,26.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 231525Z AUTO 24026KT 9999 NSC 13/10 Q1021
EHSA,2020-05-23 15:25,57.20,46.40,67.12,220.00,32.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 231525Z AUTO 22032KT 9999 ///////// 14/08 Q1023 W10/H20
EHSC,2020-05-23 15:25,55.40,50.00,81.99,250.00,25.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 231525Z AUTO 25025KT 9999 ///////// 13/10 Q1021 W13/H21
EHHW,2020-05-23 15:25,55.40,48.20,76.66,240.00,25.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 231525Z AUTO 24025KT 9999 NSC 13/09 Q1019
EHVL,2020-05-23 15:46,57.20,50.00,76.82,240.00,29.00,0.00,30.09,M,4.35,M,FEW,SCT,BKN,M,4200.00,5400.00,6400.00,M,-RADZ,M,M,M,M,M,M,M,EHVL 231546Z AUTO 24029KT 7000 -RADZ FEW042 SCT054 BKN064 14/10 Q1019 WHT
EHFS,2020-05-23 15:55,59.00,48.20,67.33,250.00,31.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 231555Z AUTO 25031KT 9999 NSC 15/09 Q1023
